1	26 
2	20 29 48 68 
3	8 44 46 57 
4	63 
5	42 
6	24 27 72 74 
7	32 48 50 71 
8	13 18 44 60 
9	20 24 51 54 
10	12 19 42 69 
11	41 
12	60 
13	7 9 14 47 
14	30 
15	47 
16	25 34 55 71 
17	20 24 34 37 
18	9 27 32 34 
19	71 
20	1 33 34 65 
21	72 
22	4 7 8 14 
23	25 32 65 68 
24	14 55 68 72 
25	1 
26	59 
27	6 20 24 67 
28	61 
29	26 29 41 49 
30	27 48 59 75 
31	56 
32	31 
33	4 8 22 36 
34	2 4 55 72 
35	57 
36	65 
37	2 3 16 58 
38	15 42 44 49 
39	20 31 49 54 
40	6 56 63 66 
41	9 19 28 64 
42	60 
43	9 38 41 63 
44	6 
45	50 51 69 75 
46	4 
47	69 
48	22 
49	23 28 55 63 
50	41 
51	27 
52	1 37 39 40 
53	6 
54	19 32 37 46 
55	20 22 42 51 
56	13 18 56 67 
57	9 
58	3 9 22 72 
59	36 59 66 72 
60	4 19 45 65 
61	19 21 47 65 
62	18 50 55 71 
63	38 
64	34 
65	21 30 58 72 
66	61 
67	62 
68	13 60 65 75 
69	3 5 53 58 
70	65 
71	2 41 54 64 
72	22 41 50 52 
73	9 50 51 74 
74	10 
75	30 44 47 73 
76	59 
77	20 28 55 63 
78	50 
79	1 
80	40 
81	23 28 43 64 
82	6 49 51 66 
83	2 9 20 64 
84	6 
85	72 
86	73 
87	48 
88	17 
89	6 
90	52 
91	25 29 65 66 
92	3 5 64 71 
93	31 
94	1 
95	60 
96	33 59 66 74 
97	31 
98	3 4 10 54 
99	38 
100	37 
101	11 26 46 68 
102	28 
103	43 47 59 72 
104	46 
105	24 25 53 63 
106	16 21 36 46 
107	6 22 64 71 
108	12 52 60 66 
109	38 
110	21 44 48 71 
111	16 28 41 50 
112	51 61 63 74 
113	69 
114	13 48 54 68 
115	44 57 70 74 
116	31 
117	9 18 36 39 
118	39 
119	53 
120	24 25 34 42 
121	58 
122	13 
123	67 
124	24 
125	52 
126	9 13 16 51 
127	60 
128	75 
129	9 20 49 73 
130	29 46 50 65 
131	42 
132	22 25 42 66 
133	10 13 24 34 
134	7 
135	7 
136	74 
137	49 
138	75 
139	3 53 56 60 
140	19 
141	12 19 24 50 
142	18 
143	5 14 59 65 
144	6 21 66 72 
145	46 
146	11 47 53 68 
147	49 
148	26 61 65 74 
149	16 
150	10 
151	8 26 27 70 
152	26 
153	30 
154	11 22 60 75 
155	49 
156	11 37 61 69 
157	51 
158	9 38 46 60 
159	9 19 40 46 
160	26 33 51 60 
161	31 32 52 61 
162	74 
163	20 26 42 48 
164	14 
165	1 25 31 36 
166	4 19 47 50 
167	11 25 32 70 
168	15 
169	3 15 34 51 
170	20 39 50 67 
171	7 14 64 69 
172	33 
173	63 
174	12 28 29 50 
175	38 
176	29 
177	3 23 37 48 
178	17 
179	12 
180	62 
181	67 
182	6 17 67 69 
183	15 17 24 70 
184	61 
185	53 59 72 74 
186	16 
187	2 17 73 74 
188	22 
189	34 
190	29 35 68 74 
191	10 22 44 73 
192	47 54 63 71 
193	9 12 20 33 
194	37 
195	42 
196	10 
197	17 20 24 65 
198	15 
199	7 
200	26 
201	39 50 57 62 
202	73 
203	3 
204	27 45 69 74 
205	10 44 64 66 
206	44 
207	24 28 38 72 
208	23 33 59 67 
209	9 50 59 70 
210	72 
211	26 
212	14 48 52 53 
213	56 60 65 67 
214	52 
215	16 
216	6 19 61 67 
217	15 21 58 62 
218	1 4 52 59 
219	34 
220	16 
221	56 
222	2 18 40 46 
223	34 
224	32 
225	9 20 24 61 
226	10 
227	5 7 34 48 
228	23 42 58 73 
229	16 22 54 55 
230	58 
231	1 
232	50 
233	4 62 63 64 
234	42 
235	41 
236	25 
237	52 
238	10 19 63 67 
239	27 43 67 73 
240	5 9 11 65 
241	63 
242	16 42 49 72 
243	3 
244	70 
245	70 
246	22 24 52 62 
247	6 17 64 68 
248	18 
249	69 
250	20 65 67 71 
251	4 19 33 59 
252	14 
253	16 40 65 66 
254	8 
255	4 7 41 65 
256	30 
257	5 
258	5 8 22 29 
259	8 43 51 70 
260	37 
261	11 34 45 60 
262	26 35 36 59 
263	17 29 46 48 
264	61 68 70 73 
265	8 33 66 67 
266	17 
267	32 
268	8 17 35 58 
269	16 
270	37 
271	1 
272	30 
273	17 49 56 63 
274	53 
275	39 
276	10 31 48 53 
277	4 20 34 46 
278	10 
279	21 42 45 49 
280	7 10 20 24 
281	34 
282	5 9 28 73 
283	19 
284	5 27 47 65 
285	5 60 61 69 
286	4 6 43 75 
287	72 
288	52 
289	2 
290	61 
291	61 
292	44 
293	61 
294	48 57 62 73 
295	6 
296	13 
297	31 
298	28 
299	44 
300	14 31 58 71 
301	65 
302	13 
303	68 
304	21 
305	50 
306	2 6 7 53 
307	10 24 39 45 
308	28 44 58 70 
309	6 12 16 43 
310	6 30 52 67 
311	8 29 31 70 
312	58 
313	6 15 17 49 
314	51 
315	5 48 49 57 
316	26 34 45 56 
317	31 68 70 75 
318	9 25 27 63 
319	57 
320	21 22 28 33 
321	1 
322	16 39 51 70 
323	1 11 47 50 
324	1 12 38 73 
325	62 
326	2 21 60 70 
327	28 31 33 55 
328	29 32 41 70 
329	5 9 49 59 
330	32 
331	9 27 42 74 
332	10 25 60 63 
333	60 
334	41 
335	27 
336	59 
337	57 
338	60 
339	17 41 52 73 
340	17 31 39 61 
341	11 29 71 72 
342	7 
343	11 45 48 70 
344	61 
345	2 20 55 72 
346	36 
347	20 
348	18 
349	65 
350	49 
351	39 46 51 72 
352	69 
353	60 
354	19 35 57 66 
355	53 
356	1 5 22 65 
357	32 
358	7 22 46 60 
359	20 41 48 72 
360	23 
361	4 
362	37 
363	17 21 53 71 
364	17 
365	20 29 49 63 
366	52 
367	56 
368	31 
369	6 33 37 50 
370	53 
371	3 28 60 74 
372	8 11 22 60 
373	24 41 42 53 
374	14 31 67 73 
375	8 20 61 63 
376	32 35 46 52 
377	24 
378	30 
379	26 
380	15 
381	34 
382	53 
383	53 
384	64 
385	3 
386	59 
387	31 
388	20 
389	19 
390	47 48 52 73 
391	20 26 41 46 
392	4 26 54 58 
393	12 
394	8 
395	5 28 53 64 
396	2 
397	23 29 55 61 
398	20 24 72 74 
399	63 
400	17 
401	67 
402	21 40 48 53 
403	47 
404	22 
405	5 
406	60 
407	5 37 44 65 
408	33 
409	5 
410	31 
411	16 26 34 54 
412	11 
413	70 
414	20 48 59 72 
415	3 14 24 62 
416	70 
417	34 
418	24 25 60 72 
419	11 28 65 71 
420	72 
421	62 
422	15 26 39 50 
423	24 
424	48 57 63 65 
425	41 
426	9 
427	6 
428	59 
429	4 11 16 61 
430	38 53 54 70 
431	57 
432	24 43 65 74 
433	25 
434	53 56 61 68 
435	37 
436	14 
437	48 51 56 69 
438	24 
439	5 13 28 32 
440	64 
441	11 26 41 66 
442	69 
443	19 27 70 75 
444	57 69 71 72 
445	36 47 51 52 
446	59 
447	5 17 22 45 
448	14 35 50 69 
449	73 
450	27 
451	73 
452	42 
453	51 
454	2 22 58 74 
455	21 
456	20 
457	18 45 48 53 
458	6 27 54 58 
459	47 
460	4 6 8 38 
461	1 18 38 68 
462	43 
463	7 
464	14 17 43 74 
465	11 15 25 46 
466	11 
467	30 
468	4 18 26 74 
469	14 
470	15 
471	14 31 53 64 
472	12 40 64 66 
473	4 13 14 34 
474	19 20 65 71 
475	4 
476	6 10 25 38 
477	20 53 58 75 
478	30 33 53 59 
479	6 
480	20 51 61 69 
481	73 
482	17 
483	9 14 24 31 
484	53 
485	1 18 27 28 
486	7 58 59 70 
487	56 
488	15 22 32 51 
489	15 31 38 41 
490	6 21 63 65 
491	11 14 22 28 
492	64 
493	2 17 39 55 
494	3 52 58 69 
495	2 54 65 75 
496	15 28 34 56 
497	68 
498	64 
499	2 27 28 67 
500	53 
501	13 16 22 34 
502	19 
503	48 
504	13 
505	60 
506	11 48 55 72 
507	3 35 61 63 
508	9 14 21 37 
509	10 26 51 55 
510	4 33 35 51 
511	62 
512	23 45 58 65 
513	61 
514	11 
515	54 
516	23 
517	12 57 60 63 
518	28 36 41 55 
519	19 48 65 71 
520	50 
521	18 28 54 68 
522	30 
523	19 39 41 71 
524	17 19 21 51 
525	33 35 51 75 
526	30 
527	4 11 42 74 
528	46 
529	6 24 38 70 
530	67 
531	37 48 61 70 
532	48 
533	24 
534	6 34 54 65 
535	36 
536	4 12 41 72 
537	23 44 54 63 
538	13 33 53 59 
539	21 22 46 55 
540	61 
541	46 
542	70 
543	8 41 42 74 
544	24 29 40 44 
545	25 
546	7 
547	15 23 28 69 
548	22 64 69 75 
549	19 
550	11 47 59 69 
551	28 34 57 70 
552	35 46 61 71 
553	49 50 51 65 
554	21 
555	50 58 64 74 
556	5 21 42 69 
557	65 
558	1 2 52 65 
559	50 
560	29 32 59 62 
561	25 46 52 71 
562	65 
563	34 41 48 65 
564	34 
565	3 
566	15 27 50 56 
567	43 
568	32 57 58 73 
569	2 3 69 74 
570	5 
571	20 30 36 53 
572	14 46 50 55 
573	23 
574	67 
575	19 23 58 72 
576	25 44 63 70 
577	71 
578	17 
579	25 43 59 66 
580	35 
581	62 
582	25 
583	4 
584	37 
585	22 50 53 57 
586	61 
587	6 
588	62 
589	16 28 56 63 
590	17 24 45 69 
591	75 
592	29 33 48 68 
593	27 
594	52 
595	58 62 72 74 
596	45 
597	14 17 61 65 
598	9 11 30 62 
599	52 55 56 63 
600	52 
601	2 11 41 74 
602	7 21 27 56 
603	5 12 40 72 
604	6 
605	12 48 49 57 
606	19 30 58 69 
607	57 
608	69 
609	12 16 58 67 
610	2 10 41 55 
611	60 
612	4 8 11 15 
613	16 
614	36 
615	16 49 64 72 
616	34 
617	2 18 36 55 
618	4 12 34 68 
619	35 36 38 50 
620	55 
621	4 8 42 61 
622	1 4 10 39 
623	11 17 37 39 
624	26 
625	16 55 65 73 
626	10 11 23 56 
627	29 59 65 71 
628	17 29 64 68 
629	8 
630	1 43 47 58 
631	11 12 72 75 
632	5 13 48 50 
633	20 
634	6 38 54 74 
635	5 
636	20 31 34 66 
637	75 
638	4 51 63 72 
639	39 
640	69 
641	22 
642	9 13 23 70 
643	8 9 22 45 
644	13 20 35 42 
645	31 
646	29 
647	29 34 53 65 
648	4 13 16 72 
649	30 48 54 70 
650	50 
651	2 50 58 69 
652	35 
653	59 
654	74 
655	11 
656	33 
657	6 
658	1 20 39 51 
659	4 8 14 71 
660	17 
661	2 21 22 32 
662	50 
663	47 52 55 62 
664	6 9 11 41 
665	29 
666	4 
667	6 14 39 46 
668	6 8 16 67 
669	63 64 66 73 
670	5 31 34 41 
671	6 20 48 69 
672	20 29 40 61 
673	46 
674	61 
675	10 24 34 65 
676	1 20 29 38 
677	10 24 47 55 
678	3 14 21 25 
679	19 34 64 65 
680	17 
681	60 
682	55 
683	13 46 56 59 
684	9 13 34 40 
685	25 
686	68 
687	34 
688	69 
689	13 27 46 60 
690	14 16 28 59 
691	60 
692	5 9 36 64 
693	8 50 64 67 
694	31 
695	25 
696	11 
697	16 61 64 70 
698	20 
699	33 
700	36 52 62 75 
701	29 30 64 71 
702	28 29 32 62 
703	65 
704	3 18 49 53 
705	21 35 56 60 
706	63 
707	21 
708	50 
709	9 28 29 70 
710	17 
711	24 
712	34 
713	51 52 54 74 
714	8 53 56 70 
715	23 
716	6 19 47 66 
717	15 
718	43 
719	48 
720	8 12 36 47 
721	29 
722	38 
723	17 27 45 59 
724	4 17 39 59 
725	27 35 40 71 
726	17 
727	44 
728	5 
729	12 20 21 43 
730	20 23 46 65 
731	44 59 69 75 
732	36 45 46 66 
733	68 
734	48 
735	3 9 53 62 
736	43 
737	58 
738	16 
739	54 
740	51 
741	66 
742	53 
743	46 
744	71 
745	69 
746	4 39 51 61 
747	13 
748	26 64 65 67 
749	9 11 18 33 
750	1 13 35 52 
751	9 34 40 67 
752	13 49 61 63 
753	13 
754	7 
755	42 
756	24 
757	37 
758	16 18 53 58 
759	41 
760	6 47 61 71 
761	16 24 46 56 
762	45 
763	17 
764	50 
765	24 34 53 69 
766	58 
767	10 
768	34 65 70 71 
769	56 
770	29 37 63 72 
771	22 41 69 72 
772	5 19 36 37 
773	33 
774	34 
775	2 10 62 69 
776	8 
777	7 
778	5 17 32 71 
779	40 
780	66 
781	19 
782	22 38 54 74 
783	52 
784	39 
785	25 
786	4 6 17 37 
787	28 
788	60 
789	54 
790	22 
791	49 
792	2 
793	21 60 69 74 
794	5 33 37 74 
795	66 
796	29 54 59 74 
797	26 31 42 70 
798	26 
799	12 
800	36 
801	35 
802	18 36 54 66 
803	9 
804	14 
805	6 34 54 63 
806	9 24 43 71 
807	45 
808	30 
809	5 
810	50 
811	7 32 34 66 
812	2 16 31 48 
813	5 11 33 54 
814	21 25 46 68 
815	20 
816	2 20 34 48 
817	40 
818	37 
819	37 
820	33 
821	73 
822	69 
823	13 33 39 50 
824	45 53 64 66 
825	1 19 28 41 
826	19 24 36 73 
827	8 15 61 69 
828	21 49 59 66 
829	55 
830	45 
831	2 14 16 25 
832	18 24 30 69 
833	4 
834	35 
835	66 
836	22 
837	47 
838	60 
839	9 19 44 71 
840	32 
841	69 
842	53 
843	6 16 33 58 
844	16 23 51 72 
845	41 61 70 73 
846	10 
847	27 
848	16 31 36 73 
849	2 
850	63 
851	7 8 60 67 
