1	264
1	409
1	597
1	828
1	944
1	983
1	995
2	111
2	174
2	175
2	515
2	891
2	967
2	985
3	123
3	455
3	709
3	919
3	923
3	950
3	1000
4	69
4	408
4	674
4	769
4	809
4	877
4	932
5	357
5	494
5	599
5	818
5	859
5	867
5	962
6	259
6	569
6	678
6	906
6	923
6	928
6	930
7	71
7	101
7	227
7	239
7	803
7	913
7	951
8	170
8	415
8	742
8	822
8	863
8	934
8	956
9	91
9	214
9	443
9	520
9	792
9	904
9	949
10	143
10	223
10	762
10	872
10	981
10	992
10	996
11	333
11	347
11	499
11	916
11	918
11	940
11	944
12	177
12	624
12	667
12	896
12	923
12	953
12	979
13	506
13	845
13	893
13	968
13	978
13	979
13	988
14	250
14	545
14	838
14	934
14	943
14	976
14	995
15	343
15	502
15	697
15	765
15	858
15	889
15	931
16	189
16	472
16	692
16	860
16	877
16	923
16	936
16	998
17	379
17	493
17	597
17	625
17	821
17	887
17	974
18	287
18	357
18	707
18	798
18	917
18	932
18	948
19	429
19	589
19	629
19	699
19	802
19	887
19	939
20	183
20	609
20	677
20	835
20	868
20	913
20	950
21	89
21	596
21	654
21	665
21	819
21	887
21	988
22	235
22	411
22	543
22	848
22	887
22	959
22	995
23	603
23	648
23	660
23	676
23	808
23	820
23	837
24	107
24	238
24	508
24	630
24	811
24	829
24	980
25	292
25	709
25	734
25	959
25	983
25	989
25	991
26	169
26	231
26	478
26	644
26	862
26	894
26	927
27	282
27	399
27	796
27	928
27	945
27	975
27	976
28	472
28	494
28	769
28	804
28	892
28	950
28	965
29	195
29	211
29	233
29	373
29	493
29	743
29	940
30	190
30	212
30	575
30	872
30	928
30	958
30	963
31	216
31	371
31	633
31	772
31	836
31	890
31	993
32	37
32	207
32	519
32	554
32	738
32	764
32	907
33	524
33	758
33	817
33	842
33	899
33	937
33	960
34	106
34	331
34	334
34	524
34	544
34	872
34	965
35	496
35	497
35	604
35	861
35	903
35	910
35	999
36	163
36	434
36	552
36	747
36	802
36	821
36	920
37	32
37	90
37	200
37	308
37	559
37	639
37	899
38	178
38	527
38	554
38	570
38	798
38	958
38	980
39	437
39	577
39	731
39	841
39	861
39	964
39	965
40	227
40	604
40	868
40	926
40	958
40	975
40	988
41	159
41	194
41	681
41	899
41	901
41	912
41	935
42	241
42	355
42	483
42	560
42	718
42	774
42	841
43	548
43	599
43	645
43	689
43	975
43	985
43	987
44	164
44	383
44	610
44	631
44	638
44	702
44	984
45	566
45	661
45	695
45	775
45	890
45	897
45	953
46	248
46	545
46	683
46	735
46	783
46	831
46	941
47	144
47	823
47	883
47	896
47	923
47	939
47	940
48	381
48	795
48	825
48	903
48	927
48	943
48	988
49	392
49	463
49	538
49	606
49	762
49	869
49	963
50	235
50	598
50	793
50	867
50	875
50	923
50	933
51	174
51	542
51	609
51	790
51	813
51	963
51	992
52	84
52	504
52	809
52	825
52	862
52	952
52	964
53	80
53	222
53	780
53	875
53	930
53	946
53	988
54	204
54	267
54	416
54	436
54	613
54	728
54	957
55	412
55	640
55	717
55	754
55	833
55	946
55	957
56	403
56	623
56	658
56	889
56	947
56	989
56	997
57	303
57	740
57	848
57	886
57	902
57	958
57	996
58	658
58	788
58	835
58	917
58	947
58	983
58	992
58	998
59	179
59	553
59	652
59	746
59	776
59	837
59	873
60	151
60	346
60	693
60	705
60	715
60	829
60	853
61	293
61	459
61	670
61	829
61	922
61	927
61	979
62	225
62	358
62	469
62	567
62	579
62	857
62	999
63	90
63	116
63	606
63	712
63	903
63	976
63	978
64	517
64	683
64	692
64	717
64	907
64	958
64	998
65	258
65	442
65	523
65	657
65	814
65	922
65	951
66	499
66	562
66	679
66	758
66	876
66	941
66	949
67	521
67	536
67	575
67	625
67	882
67	948
67	959
68	228
68	464
68	606
68	790
68	838
68	955
68	970
69	4
69	366
69	434
69	582
69	756
69	768
69	943
70	182
70	402
70	750
70	817
70	844
