degree distribution (probability density function of the degree in logarithmic bins) 
7.43609	0.174897
9.47486	0.0966866
11.4954	0.0483674
13.9262	0.0444733
16.7619	0.0188665
20.4483	0.014269
24.6447	0.01536
29.9444	0.0089657
37.6136	0.00600144
46.2414	0.00324948

degree distribution (degree-occurrences) 
7	0.15
8	0.116
9	0.094
10	0.085
11	0.055
12	0.054
13	0.042
14	0.047
15	0.033
16	0.026
17	0.026
18	0.011
19	0.012
20	0.02
21	0.014
22	0.012
23	0.018
24	0.024
25	0.012
26	0.011
27	0.011
28	0.014
29	0.012
30	0.01
31	0.006
32	0.005
33	0.007
34	0.006
35	0.006
36	0.006
37	0.001
38	0.005
39	0.006
40	0.01
41	0.004
42	0.002
43	0.003
44	0.005
45	0.001
46	0.003
47	0.003
48	0.007
49	0.002
50	0.003


--------------------------------------
community distribution (size-occurrences)
20	0.0138889
21	0.0555556
22	0.0416667
23	0.0416667
24	0.0555556
25	0.0277778
26	0.0416667
27	0.0138889
28	0.0277778
29	0.0277778
30	0.0277778
31	0.0277778
32	0.0277778
33	0.0277778
34	0.0277778
35	0.0277778
36	0.0138889
37	0.111111
38	0.0277778
40	0.0138889
42	0.0277778
43	0.0277778
44	0.0555556
45	0.0555556
47	0.0416667
48	0.0555556
49	0.0138889
50	0.0416667


--------------------------------------
mixing parameter
0.142857	0.001
0.25	0.001
0.272727	0.001
0.286161	0.032
0.318182	0.001
0.333333	0.054
0.360515	0.058
0.375176	0.138
0.396118	0.273
0.414919	0.14
0.432769	0.229
0.456152	0.032
0.466667	0.001
0.5	0.036
0.521739	0.001
0.539394	0.002

--------------------------------------
