1	7 
2	7 
3	2 3 5 9 
4	2 
5	5 
6	1 
7	1 
8	1 
9	3 
10	4 
11	5 
12	6 
13	2 
14	7 
15	1 
16	1 
17	1 
18	7 
19	6 
20	7 
21	3 
22	5 
23	4 
24	3 
25	8 
26	7 
27	6 
28	6 
29	8 
30	8 
31	1 
32	5 
33	8 
34	4 
35	9 
36	3 4 5 7 
37	9 
38	4 
39	3 
40	2 
41	9 
42	2 
43	9 
44	9 
45	1 
46	5 
47	2 
48	2 
49	3 
50	2 
51	2 
52	2 4 6 9 
53	6 
54	7 
55	1 
56	7 
57	1 
58	4 
59	5 
60	1 2 4 8 
61	9 
62	1 2 4 5 
63	6 
64	6 
65	5 
66	7 
67	8 
68	2 
69	8 
70	3 
71	6 
72	7 
73	8 
74	2 
75	9 
76	8 
77	3 
78	3 
79	9 
80	6 
81	2 
82	2 
83	6 
84	7 
85	3 
86	2 
87	9 
88	9 
89	2 
90	2 
91	7 
92	8 
93	4 
94	6 
95	8 
96	5 
97	2 
98	9 
99	8 
100	7 
