1	6 22 34 46 
2	13 36 53 67 
3	31 
4	2 12 22 59 
5	24 36 45 47 
6	9 
7	22 49 67 69 
8	28 36 49 71 
9	10 27 36 75 
10	21 
11	22 31 59 62 
12	10 51 55 61 
13	20 
14	19 
15	31 
16	15 
17	63 
18	19 
19	23 
20	10 16 33 53 
21	11 
22	18 43 62 73 
23	1 23 44 55 
24	37 
25	21 45 57 59 
26	7 17 43 73 
27	61 
28	6 
29	39 50 65 68 
30	6 41 49 76 
31	6 14 28 44 
32	17 34 35 67 
33	76 
34	45 46 51 70 
35	19 30 64 67 
36	6 26 28 72 
37	7 
38	4 
39	14 28 31 46 
40	73 
41	76 
42	60 
43	1 
44	69 
45	18 26 30 52 
46	26 
47	4 59 66 76 
48	4 8 34 46 
49	51 
50	50 
51	23 
52	5 7 30 75 
53	35 
54	19 
55	9 
56	67 
57	3 15 35 66 
58	36 
59	59 
60	10 41 63 72 
61	76 
62	5 37 41 53 
63	10 16 27 38 
64	41 
65	46 50 52 58 
66	71 
67	29 39 56 64 
68	64 
69	43 
70	7 22 28 70 
71	37 
72	11 
73	9 27 47 52 
74	24 
75	24 58 64 69 
76	39 
77	28 
78	6 25 48 50 
79	34 
80	43 
81	6 28 54 67 
82	18 
83	25 58 71 76 
84	3 14 26 33 
85	7 25 45 54 
86	73 
87	13 19 23 26 
88	75 
89	14 
90	48 
91	17 21 38 69 
92	14 43 55 67 
93	17 
94	1 8 19 22 
95	35 
96	65 
97	36 41 43 55 
98	22 27 28 63 
99	60 
100	7 22 34 71 
101	12 
102	3 13 41 45 
103	4 43 52 71 
104	72 
105	4 33 60 61 
106	10 
107	56 
108	20 34 37 53 
109	36 53 64 73 
110	62 
111	36 
112	27 32 36 55 
113	31 42 46 72 
114	3 33 40 71 
115	72 
116	21 39 50 61 
117	7 36 38 55 
118	72 
119	49 
120	12 35 40 67 
121	44 
122	34 38 54 72 
123	13 
124	30 
125	47 
126	7 31 37 76 
127	27 31 55 58 
128	7 25 28 43 
129	66 
130	7 34 57 62 
131	14 24 56 76 
132	7 34 45 59 
133	9 63 66 72 
134	31 50 64 68 
135	32 
136	13 
137	13 28 41 52 
138	40 
139	61 
140	28 
141	7 57 66 76 
142	76 
143	17 21 34 47 
144	11 39 43 47 
145	4 30 39 55 
146	9 
147	27 
148	74 
149	15 
150	40 
151	8 9 22 34 
152	38 50 58 64 
153	29 
154	10 30 64 71 
155	24 30 35 55 
156	22 43 50 57 
157	15 
158	9 
159	9 
160	57 
161	19 31 39 72 
162	66 
163	32 
164	1 
165	73 
166	20 
167	10 49 55 62 
168	5 12 15 40 
169	26 41 47 66 
170	4 6 47 54 
171	54 
172	38 51 53 55 
173	30 31 36 67 
174	6 
175	25 26 37 48 
176	14 27 50 58 
177	75 
178	21 
179	7 29 46 61 
180	3 12 36 54 
181	61 
182	20 42 45 55 
183	57 
184	31 
185	54 
186	8 45 54 72 
187	20 
188	4 8 53 69 
189	39 
190	16 25 28 61 
191	20 21 48 61 
192	4 
193	58 64 73 76 
194	3 21 45 51 
195	8 
196	4 56 60 72 
197	16 
198	74 
199	62 
200	76 
201	57 
202	20 30 53 64 
203	21 
204	4 14 19 56 
205	63 
206	3 23 24 46 
207	53 
208	13 19 27 70 
209	8 18 26 30 
210	34 
211	8 22 45 74 
212	18 
213	15 25 43 46 
214	25 
215	42 45 67 74 
216	8 10 17 46 
217	27 
218	46 48 51 58 
219	16 
220	59 
221	15 39 49 51 
222	36 
223	9 22 46 54 
224	10 25 47 64 
225	12 36 43 65 
226	17 31 36 54 
227	26 
228	17 
229	5 31 39 41 
230	3 
231	54 
232	3 23 73 76 
233	19 37 40 55 
234	25 36 41 50 
235	50 
236	7 29 50 69 
237	6 
238	21 
239	4 5 47 63 
240	17 
241	2 20 25 53 
242	24 
243	15 35 43 51 
244	3 12 14 15 
245	11 22 50 68 
246	56 
247	37 55 62 64 
248	45 55 69 76 
249	10 
250	36 46 52 56 
251	42 
252	11 
253	5 31 32 50 
254	51 
255	65 
256	3 14 30 34 
257	11 27 51 52 
258	23 49 52 59 
259	6 15 54 70 
260	62 
261	49 
262	38 
263	11 
264	71 
265	5 20 58 70 
266	37 
267	34 48 62 73 
268	35 36 60 62 
269	18 
270	5 13 14 39 
271	42 51 62 67 
272	13 38 43 50 
273	73 
274	8 24 62 64 
275	24 
276	7 
277	70 
278	56 
279	12 17 26 48 
280	26 34 35 40 
281	61 
282	17 
283	10 28 35 48 
284	9 25 41 76 
285	13 
286	33 54 63 76 
287	37 
288	31 
289	47 
290	17 34 49 69 
291	7 
292	56 
293	55 
294	8 37 57 65 
295	28 
296	64 
297	34 
298	30 33 43 55 
299	15 33 42 75 
300	26 37 62 69 
301	17 46 51 61 
302	38 
303	9 22 28 41 
304	28 
305	2 19 26 43 
306	51 
307	73 
308	51 
309	14 31 33 64 
310	10 38 43 48 
311	38 
312	17 
313	64 
314	1 9 33 37 
315	6 
316	34 
317	40 
318	15 31 71 73 
319	4 17 34 52 
320	54 
321	60 
322	38 
323	13 52 61 62 
324	8 15 57 62 
325	18 21 30 37 
326	4 
327	20 24 72 74 
328	43 
329	61 
330	9 14 24 27 
331	3 48 52 55 
332	10 25 30 48 
333	34 
334	22 43 50 61 
335	32 52 64 66 
336	16 26 33 61 
337	35 38 64 65 
338	4 27 49 55 
339	1 21 23 29 
340	33 53 64 67 
341	9 14 18 43 
342	23 29 33 64 
343	21 
344	3 
345	71 
346	30 
347	65 
348	14 
349	36 
350	11 22 60 61 
351	36 37 43 54 
352	50 
353	9 25 48 58 
354	42 
355	61 
356	34 55 61 74 
357	10 16 23 53 
358	35 
359	37 
360	53 
361	11 12 58 72 
362	31 
363	5 
364	5 25 39 74 
365	36 46 65 67 
366	23 
367	22 
368	10 
369	21 32 35 45 
370	10 16 28 47 
371	10 69 73 76 
372	5 25 47 76 
373	49 60 69 71 
374	30 
375	40 
376	5 
377	28 
378	23 
379	2 26 32 62 
380	50 
381	3 
382	42 
383	6 36 59 67 
384	48 
385	4 17 22 35 
386	6 9 18 35 
387	16 
388	4 13 62 75 
389	27 31 46 62 
390	32 45 50 67 
391	19 38 40 62 
392	25 34 37 59 
393	12 17 29 40 
394	64 
395	52 
396	31 
397	3 17 51 53 
398	12 28 30 64 
399	8 
400	49 
401	39 
402	37 44 46 61 
403	14 34 45 58 
404	62 
405	22 33 46 61 
406	12 13 19 25 
407	10 17 35 44 
408	38 47 49 55 
409	24 27 54 63 
410	25 
411	24 32 61 72 
412	27 
413	29 
414	20 29 38 62 
415	17 
416	25 
417	41 
418	24 
419	7 30 65 67 
420	44 51 62 64 
421	3 29 44 68 
422	14 21 31 55 
423	34 
424	5 26 30 75 
425	13 
426	46 55 74 76 
427	40 
428	12 17 20 49 
429	36 
430	38 
431	37 44 60 72 
432	4 11 36 69 
433	4 6 56 69 
434	1 
435	2 13 37 72 
436	37 
437	22 37 42 62 
438	6 15 35 75 
439	13 22 60 73 
440	3 62 64 73 
441	8 
442	12 30 37 73 
443	6 7 28 69 
444	42 47 71 73 
445	69 
446	27 
447	19 27 62 67 
448	72 
449	76 
450	8 
451	61 
452	8 10 18 50 
453	19 27 28 36 
454	34 
455	55 
456	55 
457	11 
458	38 
459	21 
460	72 
461	13 15 43 46 
462	12 18 45 52 
463	2 10 24 55 
464	49 
465	35 
466	56 
467	20 44 64 68 
468	14 43 55 58 
469	61 
470	26 
471	29 51 62 69 
472	55 
473	27 51 53 66 
474	24 
475	2 22 55 60 
476	74 
477	30 32 37 62 
478	4 28 49 66 
479	63 
480	45 
481	4 10 42 44 
