1	17 19 30 68 
2	48 
3	14 
4	31 
5	19 26 63 72 
6	9 14 16 47 
7	1 28 52 69 
8	49 
9	56 
10	23 
11	54 55 57 72 
12	36 
13	24 49 56 59 
14	26 
15	42 60 63 70 
16	11 16 36 60 
17	34 40 42 61 
18	58 
19	1 8 24 65 
20	36 54 69 71 
21	3 23 47 71 
22	19 
23	31 37 57 61 
24	50 
25	10 24 33 36 
26	25 
27	43 
28	54 
29	43 56 59 62 
30	11 30 49 52 
31	22 40 53 70 
32	4 30 48 64 
33	13 41 53 71 
34	22 
35	26 
36	19 
37	8 20 62 66 
38	12 20 24 37 
39	2 
40	21 
41	34 
42	10 
43	7 14 46 71 
44	63 
45	58 
46	14 
47	1 
48	52 
49	59 
50	16 52 55 71 
51	50 
52	11 25 47 70 
53	30 32 34 63 
54	40 
55	16 26 27 49 
56	57 
57	66 
58	35 
59	7 10 53 59 
60	2 
61	14 40 47 68 
62	57 
63	26 
64	1 5 55 72 
65	15 32 44 70 
66	29 40 43 56 
67	8 
68	6 9 48 53 
69	15 29 36 72 
70	17 
71	53 
72	4 27 35 42 
73	28 
74	42 
75	46 
76	7 12 45 61 
77	65 
78	34 38 48 66 
79	44 
80	15 16 33 54 
81	31 
82	29 
83	3 10 42 58 
84	27 28 34 64 
85	56 
86	7 
87	50 
88	61 
89	51 
90	24 27 43 44 
91	10 29 48 62 
92	37 42 51 54 
93	67 
94	12 
95	20 
96	64 
97	50 
98	39 
99	16 
100	46 
101	16 37 40 53 
102	65 
103	3 16 51 67 
104	56 
105	22 
106	43 48 55 71 
107	42 
108	38 
109	8 
110	49 
111	44 
112	21 42 50 68 
113	49 
114	23 24 49 52 
115	1 3 30 47 
116	12 
117	38 
118	16 
119	38 49 53 63 
120	38 
121	64 
122	5 
123	23 
124	69 
125	8 
126	16 
127	4 16 26 57 
128	11 18 52 58 
129	39 
130	67 
131	16 47 49 54 
132	3 31 54 63 
133	47 
134	10 41 47 63 
135	7 36 39 48 
136	3 4 44 71 
137	11 
138	58 
139	27 
140	62 
141	34 
142	1 27 52 61 
143	10 
144	5 14 16 31 
145	47 
146	54 
147	35 
148	4 11 18 56 
149	3 39 47 72 
150	2 38 47 56 
151	51 
152	13 
153	32 37 38 53 
154	9 19 63 67 
155	13 
156	52 
157	8 14 42 52 
158	23 27 30 37 
159	3 12 47 63 
160	31 
161	13 27 54 57 
162	48 
163	8 13 41 51 
164	10 
165	25 27 40 63 
166	8 
167	18 
168	32 40 51 72 
169	30 
170	48 
171	40 46 51 69 
172	4 5 17 53 
173	21 
174	14 
175	3 12 27 34 
176	1 
177	16 17 44 47 
178	9 38 41 45 
179	14 31 41 46 
180	46 
181	64 
182	22 57 67 70 
183	45 54 58 70 
184	38 
185	27 46 51 69 
186	2 17 18 50 
187	28 33 43 47 
188	13 16 26 52 
189	5 14 63 64 
190	22 30 44 53 
191	48 
192	6 
193	4 
194	30 45 46 50 
195	14 25 30 62 
196	21 
197	20 25 60 71 
198	7 34 53 70 
199	59 
200	3 48 52 58 
201	68 
202	30 41 69 71 
203	11 39 42 67 
204	12 34 39 54 
205	5 23 32 71 
206	39 62 70 72 
207	18 
208	15 
209	44 51 68 69 
210	11 
211	3 
212	2 37 46 54 
213	15 30 42 58 
214	2 14 65 66 
215	57 
216	19 51 54 68 
217	2 11 39 53 
218	7 31 35 49 
219	16 19 29 35 
220	16 21 27 39 
221	62 
222	53 58 61 66 
223	44 
224	6 27 51 53 
225	30 33 38 60 
226	43 
227	6 
228	70 
229	41 
230	35 
231	15 
232	33 
233	23 32 48 52 
234	46 
235	7 38 50 60 
236	41 
237	17 38 42 59 
238	7 10 38 39 
239	61 
240	16 
241	50 
242	30 42 46 72 
243	5 50 66 69 
244	9 12 30 48 
245	11 36 57 69 
246	10 14 18 69 
247	60 
248	43 
249	10 
250	2 21 60 63 
251	25 
252	35 
253	34 48 57 63 
254	21 
255	41 
256	4 7 14 38 
257	62 
258	54 
259	1 
260	29 39 51 64 
261	4 31 58 70 
262	23 28 52 62 
263	46 47 48 70 
264	8 17 24 57 
265	23 48 67 72 
266	26 
267	54 
268	17 
269	33 
270	16 
271	6 
272	7 25 28 45 
273	36 
274	4 12 17 51 
275	59 
276	27 45 52 68 
277	51 
278	1 
279	72 
280	56 
281	15 27 53 62 
282	40 
283	4 19 70 71 
284	60 
285	20 39 41 62 
286	64 
287	9 
288	57 
289	14 21 36 50 
290	44 
291	56 
292	52 
293	1 26 31 58 
294	15 35 37 39 
295	5 36 44 56 
296	36 
297	53 
298	14 24 46 66 
299	37 52 63 69 
300	59 
301	8 18 59 69 
302	8 19 51 66 
303	20 
304	14 
305	68 
306	34 
307	15 25 29 54 
308	3 16 48 66 
309	14 42 54 56 
310	7 
311	2 
312	42 
313	30 39 43 50 
314	5 14 16 33 
315	9 28 64 69 
316	54 
317	71 
318	24 
319	24 50 62 63 
320	35 
321	9 11 30 61 
322	12 44 60 62 
323	8 25 51 69 
324	57 
325	50 
326	33 44 51 61 
327	9 10 23 41 
328	20 27 36 37 
329	22 
330	6 
331	11 47 50 60 
332	28 
333	4 6 33 48 
334	6 32 34 70 
335	23 44 59 64 
336	1 
337	37 
338	7 19 44 61 
339	1 
340	17 
341	9 43 51 55 
342	5 16 28 53 
343	21 
344	6 25 64 65 
345	42 
346	56 
347	2 43 50 52 
348	60 
349	17 27 29 42 
350	30 
351	46 
352	49 
353	63 
354	13 
355	41 
356	45 
357	35 
358	72 
359	4 31 47 50 
360	72 
361	6 20 70 72 
362	68 
363	66 
364	57 
365	16 28 50 59 
366	7 47 64 71 
367	14 
368	39 
369	28 37 43 66 
370	66 
371	17 28 48 53 
372	15 
