1	85
1	274
1	487
1	725
1	801
1	822
1	889
2	430
2	489
2	786
2	891
2	965
2	989
2	1000
3	314
3	367
3	485
3	506
3	859
3	979
3	982
4	586
4	685
4	695
4	735
4	887
4	956
4	973
5	440
5	511
5	524
5	660
5	743
5	896
5	994
6	409
6	506
6	528
6	667
6	930
6	962
6	979
7	293
7	745
7	900
7	903
7	925
7	935
7	950
8	110
8	381
8	443
8	599
8	736
8	932
8	953
9	247
9	291
9	457
9	488
9	750
9	893
9	961
10	102
10	405
10	636
10	691
10	705
10	966
10	992
11	770
11	831
11	914
11	915
11	954
11	974
11	987
12	296
12	606
12	694
12	809
12	961
12	985
12	996
13	722
13	736
13	740
13	755
13	875
13	953
13	999
14	35
14	127
14	266
14	413
14	461
14	620
14	741
15	764
15	775
15	839
15	858
15	953
15	963
15	985
16	538
16	572
16	667
16	687
16	748
16	898
16	907
17	306
17	640
17	698
17	714
17	779
17	841
17	858
18	618
18	707
18	757
18	792
18	877
18	909
18	954
19	550
19	641
19	773
19	797
19	811
19	900
19	941
20	640
20	743
20	771
20	794
20	809
20	853
20	862
21	415
21	753
21	837
21	870
21	941
21	962
21	966
22	36
22	447
22	487
22	524
22	553
22	964
22	994
23	239
23	337
23	522
23	540
23	680
23	695
23	831
24	308
24	769
24	830
24	861
24	905
24	975
24	995
25	319
25	443
25	527
25	709
25	755
25	809
25	933
26	391
26	604
26	671
26	871
26	872
26	987
26	994
27	727
27	763
27	836
27	850
27	904
27	969
27	991
28	258
28	760
28	865
28	914
28	915
28	947
28	975
29	480
29	676
29	740
29	742
29	875
29	944
29	957
30	245
30	323
30	529
30	907
30	936
30	942
30	946
31	34
31	610
31	699
31	841
31	927
31	952
31	968
32	193
32	283
32	921
32	942
32	946
32	972
32	1000
33	367
33	622
33	631
33	681
33	917
33	941
33	997
34	31
34	105
34	378
34	610
34	752
34	803
34	931
35	14
35	51
35	63
35	188
35	266
35	414
35	710
36	22
36	447
36	487
36	553
36	725
36	859
36	949
37	157
37	577
37	852
37	886
37	960
37	974
37	981
38	59
38	318
38	878
38	918
38	971
38	980
38	990
39	563
39	632
39	693
39	788
39	885
39	901
39	912
40	112
40	190
40	289
40	343
40	568
40	739
40	800
41	141
41	540
41	547
41	664
41	880
41	954
41	994
42	91
42	638
42	759
42	906
42	908
42	933
42	990
43	179
43	497
43	599
43	678
43	716
43	780
43	820
44	544
44	679
44	746
44	910
44	950
44	953
44	970
45	500
45	549
45	707
45	757
45	848
45	864
45	909
46	485
46	506
46	678
46	940
46	945
46	972
46	979
47	176
47	259
47	278
47	339
47	651
47	659
47	900
48	559
48	745
48	795
48	813
48	845
48	855
48	936
49	576
49	611
49	646
49	821
49	824
49	829
49	976
50	314
50	667
50	677
50	802
50	833
50	849
50	936
51	35
51	325
51	823
51	844
51	861
51	905
51	995
52	124
52	856
52	871
52	872
52	907
52	962
52	968
53	387
53	411
53	548
53	674
53	790
53	855
53	946
54	282
54	547
54	551
54	640
54	699
54	820
54	825
55	375
55	502
55	503
55	580
55	743
55	809
55	984
56	215
56	288
56	324
56	537
56	831
56	939
56	977
57	370
57	513
57	519
57	522
57	650
57	701
57	790
58	252
58	469
58	484
58	486
58	873
58	891
58	902
59	38
59	238
59	249
59	821
59	933
59	952
59	988
60	632
60	788
60	885
60	901
60	908
60	912
60	976
61	362
61	535
61	741
61	841
61	857
61	962
61	979
62	215
62	288
62	364
62	537
62	831
62	939
62	977
63	35
63	188
63	266
63	413
63	414
63	580
63	641
64	202
64	402
64	651
64	660
64	849
64	900
64	920
65	101
65	400
65	493
65	614
65	629
65	807
65	963
66	640
66	749
66	825
66	868
66	869
66	890
66	904
67	125
67	472
67	542
67	606
67	641
67	862
67	986
68	428
68	817
68	927
68	930
68	972
68	993
68	1000
69	296
69	393
69	603
69	608
69	770
69	869
69	964
70	411
70	448
70	494
70	584
70	630
70	679
70	923
71	566
71	604
71	622
71	687
71	913
71	927
71	952
72	439
72	469
72	713
72	717
72	719
72	730
72	984
73	267
73	423
73	846
73	854
73	899
73	903
73	935
74	107
74	596
74	715
74	737
74	795
74	848
74	858
75	180
75	351
75	374
75	701
75	787
75	818
75	986
76	310
76	322
76	590
76	661
76	765
76	911
76	932
77	102
77	567
77	626
77	811
77	869
77	923
77	937
78	570
78	585
78	852
78	897
78	919
78	994
78	1000
79	111
79	335
79	374
79	468
79	601
79	772
79	974
80	87
80	308
80	393
80	418
80	748
80	827
80	915
81	160
81	460
81	516
81	540
81	586
81	762
81	973
82	383
82	565
82	569
82	603
82	749
82	869
82	919
83	249
83	612
83	820
83	864
83	870
83	894
83	933
84	672
84	684
